year,month,ObsTime,spring,summer,fall,winter,StnPres,StnPresMax,StnPresMin,Temperature,T Max,T Min,RH,RHMin,WS,WD,WSGust,WDGust,Precp
2012,5,24,0,1,0,0,1005.0,1006.0,1003.3,26.6,29.6,23.4,85,62,1.1,16,3.9,325,0.0
2012,5,25,0,1,0,0,1005.3,1006.7,1003.5,27.3,31.5,23.6,81,57,1.5,40,5.4,5,0.0
2012,5,26,0,1,0,0,1005.7,1007.6,1004.4,27.1,31.2,24.7,92,68,1.6,24,5.6,345,0.0
2012,5,27,0,1,0,0,1005.7,1006.9,1003.8,27.6,30.8,25.1,95,76,1.5,6,5.5,17,1.0
2012,5,28,0,1,0,0,1006.6,1007.7,1005.5,25.8,28.6,24.2,100,94,1.9,23,5.2,35,5.5
2012,5,29,0,1,0,0,1006.3,1007.6,1004.7,27.5,31.1,24.0,94,76,1.3,51,5.7,163,0.0
2012,5,30,0,1,0,0,1004.9,1006.3,1003.6,27.9,30.0,26.2,97,86,1.2,183,3.9,291,0.0
2012,5,31,0,1,0,0,1004.7,1006.1,1002.9,26.6,30.0,24.3,89,71,3.9,42,12.4,60,0.0
2012,6,1,0,1,0,0,1004.3,1005.7,1002.2,26.3,30.0,23.8,91,71,2.6,40,9.0,360,0.0
2012,6,2,0,1,0,0,1002.3,1004.2,1000.7,26.1,28.8,24.3,97,87,3.3,43,10.6,21,0.0
2012,6,3,0,1,0,0,1000.0,1001.3,998.1,26.6,31.0,24.5,96,83,2.9,36,8.6,355,0.0
2012,6,4,0,1,0,0,1000.2,1001.6,998.7,26.2,28.7,25.0,100,93,2.3,38,6.4,28,0.0
2012,6,5,0,1,0,0,1001.0,1002.0,1000.0,27.0,30.4,24.9,96,82,1.9,20,7.0,22,0.0
2012,6,6,0,1,0,0,1001.5,1002.9,1000.4,27.6,30.7,24.5,95,80,1.2,35,4.6,8,0.0
2012,6,7,0,1,0,0,1002.0,1003.6,1000.7,29.4,32.7,26.6,96,76,1.6,299,6.3,295,0.0
2012,6,8,0,1,0,0,1002.9,1003.9,1001.3,30.2,33.2,28.2,90,74,2.7,189,10.1,255,0.0
2012,6,9,0,1,0,0,1001.8,1003.6,1000.1,28.1,31.3,25.8,99,85,2.1,179,9.7,242,9.5
2012,6,10,0,1,0,0,998.7,1000.6,996.7,27.9,30.5,25.4,100,97,2.2,157,9.6,258,1.0
2012,6,11,0,1,0,0,996.9,998.4,995.4,28.8,30.1,27.4,100,99,3.4,243,12.3,256,5.5
2012,6,12,0,1,0,0,996.1,999.1,994.6,27.0,29.2,24.6,100,97,2.3,76,11.3,245,20.5
2012,6,13,0,1,0,0,999.0,1000.4,997.5,26.9,30.7,23.8,97,84,1.1,45,4.5,67,0.5
2012,6,14,0,1,0,0,998.9,1000.4,997.8,26.6,29.8,25.1,99,88,0.8,22,3.3,54,43.0
2012,6,15,0,1,0,0,998.9,1001.6,996.9,27.0,29.2,24.7,99,92,1.3,206,6.5,242,16.0
2012,6,16,0,1,0,0,1002.0,1004.2,1000.1,27.6,30.4,26.2,99,88,0.7,44,2.7,56,4.0
2012,6,17,0,1,0,0,1002.7,1003.9,1000.9,28.0,31.2,25.7,100,93,1.2,43,4.2,349,1.5
2012,6,18,0,1,0,0,999.7,1002.9,997.6,28.6,31.9,25.9,92,72,1.0,18,4.5,2,0.5
2012,6,19,0,1,0,0,997.2,998.7,994.8,26.6,29.1,24.7,100,97,1.1,172,6.7,183,53.5
2012,6,20,0,1,0,0,994.8,997.9,990.7,25.8,27.8,23.5,100,99,1.9,174,18.3,174,77.0
2012,6,21,0,1,0,0,1003.3,1005.7,997.8,25.4,27.9,22.7,100,97,0.7,24,7.0,6,5.5
2012,6,22,0,1,0,0,1004.7,1005.7,1003.5,28.2,31.2,25.1,97,86,1.2,189,5.7,213,0.0
2012,6,23,0,1,0,0,1003.7,1005.2,1002.3,28.4,31.7,26.3,97,77,0.9,178,8.4,223,0.0
2012,6,24,0,1,0,0,1004.0,1004.8,1003.0,29.2,32.9,26.4,87,60,1.2,186,7.3,252,0.0
2012,6,25,0,1,0,0,1003.9,1005.0,1002.2,29.1,31.9,26.7,92,73,2.1,188,7.8,275,0.0
2012,6,26,0,1,0,0,1003.8,1005.2,1002.6,28.9,31.3,26.6,95,73,2.0,177,9.2,255,0.0
2012,6,27,0,1,0,0,1004.7,1005.7,1003.8,29.3,32.8,26.8,92,62,1.1,172,5.6,295,0.0
2012,6,28,0,1,0,0,1001.5,1005.2,997.9,28.8,31.4,26.6,96,69,1.4,30,7.6,27,0.0
2012,6,29,0,1,0,0,1001.5,1005.1,997.3,28.1,30.5,25.6,98,89,1.1,303,4.4,303,14.5
2012,6,30,0,1,0,0,1005.7,1008.6,1003.9,29.1,31.9,25.7,93,75,0.9,47,3.5,300,1.5
2012,7,1,0,1,0,0,1007.7,1009.2,1006.3,30.0,32.8,26.8,90,62,1.0,301,5.3,307,0.0
2012,7,2,0,1,0,0,1005.9,1008.6,1004.2,29.2,31.6,27.5,92,71,1.2,169,5.6,317,0.0
2012,7,3,0,1,0,0,1003.3,1005.2,1001.4,29.2,31.8,26.9,90,70,1.2,168,5.6,298,0.0
2012,7,4,0,1,0,0,1003.1,1004.7,1001.6,29.9,33.0,27.3,85,61,0.7,293,5.3,311,0.0
2012,7,5,0,1,0,0,1004.8,1006.9,1003.2,29.9,32.3,27.7,85,72,1.1,2,7.9,349,0.0
2012,7,6,0,1,0,0,1005.6,1006.6,1004.7,29.6,31.9,27.6,92,73,0.9,297,7.7,285,0.0
2012,7,7,0,1,0,0,1004.9,1006.0,1003.6,29.5,32.2,27.2,93,70,1.5,189,7.8,283,0.0
2012,7,8,0,1,0,0,1004.6,1005.8,1003.0,29.6,32.3,27.3,89,68,1.6,297,7.2,293,0.0
2012,7,9,0,1,0,0,1004.9,1006.4,1003.8,29.8,33.2,26.9,89,60,1.9,170,7.8,283,0.0
2012,7,10,0,1,0,0,1004.1,1006.3,1002.5,30.1,34.2,27.6,83,48,2.1,204,8.9,270,0.0
2012,7,11,0,1,0,0,1003.9,1005.1,1002.8,29.9,33.3,27.9,89,59,2.2,184,9.3,244,0.0
2012,7,12,0,1,0,0,1004.4,1006.0,1003.2,29.9,33.1,27.4,84,58,1.6,200,9.1,288,0.0
2012,7,13,0,1,0,0,1004.0,1005.7,1001.9,30.0,33.4,27.1,83,57,2.1,187,9.4,269,0.0
2012,7,14,0,1,0,0,1003.0,1004.8,1001.3,29.8,32.6,27.2,89,68,2.0,197,11.6,258,5.5
2012,7,15,0,1,0,0,1003.9,1005.4,1002.2,30.5,33.7,27.9,83,56,2.2,193,9.2,281,0.0
2012,7,16,0,1,0,0,1005.0,1006.4,1003.3,29.6,32.9,27.4,90,60,1.9,170,8.0,195,3.0
2012,7,17,0,1,0,0,1004.6,1006.0,1002.9,29.5,32.4,26.1,90,66,1.6,164,6.9,277,12.5
2012,7,18,0,1,0,0,1004.4,1005.8,1002.5,29.8,32.9,27.6,92,68,1.3,199,5.5,311,0.0
2012,7,19,0,1,0,0,1004.4,1005.5,1002.2,30.2,32.8,27.4,92,74,0.7,171,4.9,300,0.0
2012,7,20,0,1,0,0,1001.3,1004.5,998.1,30.5,33.1,26.9,94,72,1.0,296,4.7,233,3.0
2012,7,21,0,1,0,0,999.5,1000.9,997.0,29.6,32.4,25.8,98,86,1.0,297,10.2,164,17.5
2012,7,22,0,1,0,0,999.1,1000.6,996.9,28.7,31.6,26.3,96,71,0.8,166,4.8,55,1.0
2012,7,23,0,1,0,0,999.4,1001.4,997.8,29.3,32.9,26.7,94,73,1.0,8,6.1,344,0.5
2012,7,24,0,1,0,0,1002.9,1005.4,1000.1,29.1,32.6,25.5,92,67,1.0,198,6.5,349,0.0
2012,7,25,0,1,0,0,1005.6,1006.7,1004.5,28.3,31.5,24.4,94,79,0.7,360,5.2,351,63.5
2012,7,26,0,1,0,0,1003.7,1005.7,1002.0,27.9,31.9,25.8,94,73,0.9,204,4.5,267,13.0
2012,7,27,0,1,0,0,1002.5,1003.6,1001.1,28.5,31.6,26.4,97,80,1.2,173,3.9,277,0.0
2012,7,28,0,1,0,0,1002.3,1003.6,1001.0,29.1,31.9,26.0,94,74,0.9,193,5.9,283,0.0
2012,7,29,0,1,0,0,999.6,1002.8,996.2,30.1,32.5,27.6,94,65,0.4,177,4.0,313,0.0
2012,7,30,0,1,0,0,994.4,997.9,991.9,30.2,32.7,28.4,87,72,1.0,51,9.0,43,0.0
2012,7,31,0,1,0,0,989.8,993.5,987.1,27.9,30.6,25.9,100,90,1.4,48,12.1,52,12.0
2012,8,1,0,0,1,0,985.8,988.3,983.7,27.8,29.8,25.4,100,95,2.2,32,15.7,37,23.5
2012,8,2,0,0,1,0,987.0,992.9,982.1,25.4,27.4,24.3,100,99,6.9,11,22.3,309,397.5
2012,8,3,0,0,1,0,994.8,996.9,992.6,27.7,30.6,24.5,99,90,1.5,178,8.5,192,21.5
2012,8,4,0,0,1,0,998.1,1000.1,996.0,28.6,30.9,26.8,96,78,0.5,163,5.1,192,0.0
2012,8,5,0,0,1,0,999.8,1001.6,998.7,28.7,33.7,26.6,97,83,0.2,11,4.3,48,2.5
2012,8,6,0,0,1,0,999.0,1000.4,996.9,28.3,30.5,26.1,98,81,0.2,277,2.6,264,0.0
2012,8,7,0,0,1,0,996.9,999.2,994.8,28.9,32.6,25.6,94,79,0.6,167,4.0,289,0.5
2012,8,8,0,0,1,0,996.3,998.1,994.4,29.9,34.3,27.3,96,77,1.3,216,6.9,250,0.0
2012,8,9,0,0,1,0,998.4,1000.4,997.0,29.8,32.7,27.7,91,72,1.0,184,5.1,225,0.0
2012,8,10,0,0,1,0,1001.3,1003.2,999.7,29.0,32.5,24.9,92,76,1.8,179,8.5,220,10.0
2012,8,11,0,0,1,0,1003.3,1005.1,1001.4,28.8,32.8,25.7,93,71,1.5,198,7.7,187,0.0
